"Name","ID","DisplayName","Group","Enabled","Profile","Platform","Direction","Action","EdgeTraversalPolicy","LSM","PrimaryStatus","Status","EnforcementStatus","PolicyStoreSourceType","Caption","Description","ElementName","InstanceID","CommonName","PolicyKeywords","PolicyDecisionStrategy","PolicyRoles","ConditionListType","CreationClassName","ExecutionStrategy","Mandatory","PolicyRuleName","Priority","RuleUsage","SequencedActions","SystemCreationClassName","SystemName","DisplayGroup","LocalOnlyMapping","LooseSourceMapping","Owner","Platforms","PolicyStoreSource","Profiles","RuleGroup","StatusCode","PSComputerName"
"WMPNSS-WMP-Out-UDP","WMPNSS-WMP-Out-UDP","Windows Media Player Network Sharing Service (Streaming-UDP-Out)","@FirewallAPI.dll,-31252","False","Private, Public","System.String[]","Outbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Outbound rule for Windows Media Player to allow UDP Media Streaming. [UDP]","@FirewallAPI.dll,-31297","WMPNSS-WMP-Out-UDP",,,"2",,"3","MSFT|FW|FirewallRule|WMPNSS-WMP-Out-UDP","2",,"",,,"3","","","Windows Media Player Network Sharing Service","False","False",,"System.String[]","PersistentStore","6","@FirewallAPI.dll,-31252","65536",
"WMPNSS-WMP-Out-TCP","WMPNSS-WMP-Out-TCP","Windows Media Player Network Sharing Service (Streaming-TCP-Out)","@FirewallAPI.dll,-31252","False","Private, Public","System.String[]","Outbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Outbound rule for Windows Media Player to allow TCP/HTTP Media Streaming. [TCP]","@FirewallAPI.dll,-31301","WMPNSS-WMP-Out-TCP",,,"2",,"3","MSFT|FW|FirewallRule|WMPNSS-WMP-Out-TCP","2",,"",,,"3","","","Windows Media Player Network Sharing Service","False","False",,"System.String[]","PersistentStore","6","@FirewallAPI.dll,-31252","65536",
"WMPNSS-In-UDP","WMPNSS-In-UDP","Windows Media Player Network Sharing Service (UDP-In)","@FirewallAPI.dll,-31252","False","Private, Public","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule for the Windows Media Player Network Sharing Service to allow sharing traffic. [UDP]","@FirewallAPI.dll,-31305","WMPNSS-In-UDP",,,"2",,"3","MSFT|FW|FirewallRule|WMPNSS-In-UDP","2",,"",,,"3","","","Windows Media Player Network Sharing Service","False","False",,"System.String[]","PersistentStore","6","@FirewallAPI.dll,-31252","65536",
"WMPNSS-Out-UDP","WMPNSS-Out-UDP","Windows Media Player Network Sharing Service (UDP-Out)","@FirewallAPI.dll,-31252","False","Private, Public","System.String[]","Outbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Outbound rule for the Windows Media Player Network Sharing Service to allow sharing traffic. [UDP]","@FirewallAPI.dll,-31309","WMPNSS-Out-UDP",,,"2",,"3","MSFT|FW|FirewallRule|WMPNSS-Out-UDP","2",,"",,,"3","","","Windows Media Player Network Sharing Service","False","False",,"System.String[]","PersistentStore","6","@FirewallAPI.dll,-31252","65536",
"WMPNSS-In-TCP","WMPNSS-In-TCP","Windows Media Player Network Sharing Service (TCP-In)","@FirewallAPI.dll,-31252","False","Private, Public","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule for the Windows Media Player Network Sharing Service to allow sharing traffic. [TCP]","@FirewallAPI.dll,-31313","WMPNSS-In-TCP",,,"2",,"3","MSFT|FW|FirewallRule|WMPNSS-In-TCP","2",,"",,,"3","","","Windows Media Player Network Sharing Service","False","False",,"System.String[]","PersistentStore","6","@FirewallAPI.dll,-31252","65536",
"WMPNSS-Out-TCP","WMPNSS-Out-TCP","Windows Media Player Network Sharing Service (TCP-Out)","@FirewallAPI.dll,-31252","False","Private, Public","System.String[]","Outbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Outbound rule for the Windows Media Player Network Sharing Service to allow sharing traffic. [TCP]","@FirewallAPI.dll,-31317","WMPNSS-Out-TCP",,,"2",,"3","MSFT|FW|FirewallRule|WMPNSS-Out-TCP","2",,"",,,"3","","","Windows Media Player Network Sharing Service","False","False",,"System.String[]","PersistentStore","6","@FirewallAPI.dll,-31252","65536",
"WMPNSS-UPnP-Out-TCP","WMPNSS-UPnP-Out-TCP","Windows Media Player Network Sharing Service (UPnPHost-Out)","@FirewallAPI.dll,-31252","False","Any","System.String[]","Outbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Outbound rule for the Windows Media Player Network Sharing Service to allow use of Universal Plug and Play. [TCP]","@FirewallAPI.dll,-31321","WMPNSS-UPnP-Out-TCP",,,"2",,"3","MSFT|FW|FirewallRule|WMPNSS-UPnP-Out-TCP","2",,"",,,"3","","","Windows Media Player Network Sharing Service","False","False",,"System.String[]","PersistentStore","0","@FirewallAPI.dll,-31252","65536",
"WMPNSS-RME-HTTP-In-TCP","WMPNSS-RME-HTTP-In-TCP","Windows Media Player Network Sharing Service (HTTP-Streaming-In)","@FirewallAPI.dll,-31500","False","Domain, Private","System.String[]","Inbound","Allow","DeferToApp","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule for the Windows Media Player Network Sharing Service to allow HTTP Media Streaming. [TCP 10245]","@FirewallAPI.dll,-31501","WMPNSS-RME-HTTP-In-TCP",,,"2",,"3","MSFT|FW|FirewallRule|WMPNSS-RME-HTTP-In-TCP","2",,"",,,"3","","","Windows Media Player Network Sharing Service (Internet)","False","False",,"System.String[]","PersistentStore","3","@FirewallAPI.dll,-31500","65536",
"SPPSVC-In-TCP","SPPSVC-In-TCP","Key Management Service (TCP-In)","@FirewallAPI.dll,-28002","False","Private, Public","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule for the Key Management Service to allow for machine counting and license compliance. [TCP 1688]","@FirewallAPI.dll,-28003","SPPSVC-In-TCP",,,"2",,"3","MSFT|FW|FirewallRule|SPPSVC-In-TCP","2",,"",,,"3","","","Key Management Service","False","False",,"System.String[]","PersistentStore","6","@FirewallAPI.dll,-28002","65536",
"SPPSVC-In-TCP-NoScope","SPPSVC-In-TCP-NoScope","Key Management Service (TCP-In)","@FirewallAPI.dll,-28002","False","Domain","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule for the Key Management Service to allow for machine counting and license compliance. [TCP 1688]","@FirewallAPI.dll,-28003","SPPSVC-In-TCP-NoScope",,,"2",,"3","MSFT|FW|FirewallRule|SPPSVC-In-TCP-NoScope","2",,"",,,"3","","","Key Management Service","False","False",,"System.String[]","PersistentStore","1","@FirewallAPI.dll,-28002","65536",
"WPDMTP-Out-TCP-NoScope","WPDMTP-Out-TCP-NoScope","Wireless Portable Devices (TCP-Out)","@FirewallAPI.dll,-30502","False","Domain","System.String[]","Outbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Outbound rule for Wireless Portable Devices to allow use of the Usermode Driver Framework. [TCP]","@FirewallAPI.dll,-30503","WPDMTP-Out-TCP-NoScope",,,"2",,"3","MSFT|FW|FirewallRule|WPDMTP-Out-TCP-NoScope","2",,"",,,"3","","","Wireless Portable Devices","False","False",,"System.String[]","PersistentStore","1","@FirewallAPI.dll,-30502","65536",
"WPDMTP-Out-TCP","WPDMTP-Out-TCP","Wireless Portable Devices (TCP-Out)","@FirewallAPI.dll,-30502","False","Private, Public","System.String[]","Outbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Outbound rule for Wireless Portable Devices to allow use of the Usermode Driver Framework. [TCP]","@FirewallAPI.dll,-30503","WPDMTP-Out-TCP",,,"2",,"3","MSFT|FW|FirewallRule|WPDMTP-Out-TCP","2",,"",,,"3","","","Wireless Portable Devices","False","False",,"System.String[]","PersistentStore","6","@FirewallAPI.dll,-30502","65536",
"WPDMTP-SSDPSrv-In-UDP","WPDMTP-SSDPSrv-In-UDP","Wireless Portable Devices (SSDP-In)","@FirewallAPI.dll,-30502","False","Any","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule for Wireless Portable Devices to allow use of the Simple Service Discovery Protocol. [UDP 1900]","@FirewallAPI.dll,-30507","WPDMTP-SSDPSrv-In-UDP",,,"2",,"3","MSFT|FW|FirewallRule|WPDMTP-SSDPSrv-In-UDP","2",,"",,,"3","","","Wireless Portable Devices","False","False",,"System.String[]","PersistentStore","0","@FirewallAPI.dll,-30502","65536",
"WPDMTP-SSDPSrv-Out-UDP","WPDMTP-SSDPSrv-Out-UDP","Wireless Portable Devices (SSDP-Out)","@FirewallAPI.dll,-30502","False","Any","System.String[]","Outbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Outbound rule for Wireless Portable Devices to allow use of the Simple Service Discovery Protocol. [UDP 1900]","@FirewallAPI.dll,-30511","WPDMTP-SSDPSrv-Out-UDP",,,"2",,"3","MSFT|FW|FirewallRule|WPDMTP-SSDPSrv-Out-UDP","2",,"",,,"3","","","Wireless Portable Devices","False","False",,"System.String[]","PersistentStore","0","@FirewallAPI.dll,-30502","65536",
"WPDMTP-UPnPHost-In-TCP","WPDMTP-UPnPHost-In-TCP","Wireless Portable Devices (UPnP-In)","@FirewallAPI.dll,-30502","False","Any","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule for Wireless Portable Devices to allow use of Universal Plug and Play. [TCP 2869]","@FirewallAPI.dll,-30515","WPDMTP-UPnPHost-In-TCP",,,"2",,"3","MSFT|FW|FirewallRule|WPDMTP-UPnPHost-In-TCP","2",,"",,,"3","","","Wireless Portable Devices","False","False",,"System.String[]","PersistentStore","0","@FirewallAPI.dll,-30502","65536",
"WPDMTP-UPnPHost-Out-TCP","WPDMTP-UPnPHost-Out-TCP","Wireless Portable Devices (UPnP-Out)","@FirewallAPI.dll,-30502","False","Any","System.String[]","Outbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Outbound rule for Wireless Portable Devices to allow use of Universal Plug and Play. [TCP]","@FirewallAPI.dll,-30519","WPDMTP-UPnPHost-Out-TCP",,,"2",,"3","MSFT|FW|FirewallRule|WPDMTP-UPnPHost-Out-TCP","2",,"",,,"3","","","Wireless Portable Devices","False","False",,"System.String[]","PersistentStore","0","@FirewallAPI.dll,-30502","65536",
"WPDMTP-UPnP-Out-TCP","WPDMTP-UPnP-Out-TCP","Wireless Portable Devices (UPnPHost-Out)","@FirewallAPI.dll,-30502","False","Any","System.String[]","Outbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Outbound rule for Wireless Portable Devices to allow use of Universal Plug and Play. [TCP]","@FirewallAPI.dll,-30523","WPDMTP-UPnP-Out-TCP",,,"2",,"3","MSFT|FW|FirewallRule|WPDMTP-UPnP-Out-TCP","2",,"",,,"3","","","Wireless Portable Devices","False","False",,"System.String[]","PersistentStore","0","@FirewallAPI.dll,-30502","65536",
"MCX-SSDPSrv-In-UDP","MCX-SSDPSrv-In-UDP","Media Center Extenders - SSDP (UDP-In)","@FirewallAPI.dll,-30752","False","Any","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule for Media Center Extenders to allow use of the Simple Service Discovery Protocol. [UDP 1900]","@FirewallAPI.dll,-30753","MCX-SSDPSrv-In-UDP",,,"2",,"3","MSFT|FW|FirewallRule|MCX-SSDPSrv-In-UDP","2",,"",,,"3","","","Media Center Extenders","False","False",,"System.String[]","PersistentStore","0","@FirewallAPI.dll,-30752","65536",
"MCX-SSDPSrv-Out-UDP","MCX-SSDPSrv-Out-UDP","Media Center Extenders - SSDP (UDP-Out)","@FirewallAPI.dll,-30752","False","Any","System.String[]","Outbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Outbound rule for Media Center Extenders to allow use of the Simple Service Discovery Protocol. [UDP 1900]","@FirewallAPI.dll,-30757","MCX-SSDPSrv-Out-UDP",,,"2",,"3","MSFT|FW|FirewallRule|MCX-SSDPSrv-Out-UDP","2",,"",,,"3","","","Media Center Extenders","False","False",,"System.String[]","PersistentStore","0","@FirewallAPI.dll,-30752","65536",
"MCX-In-TCP","MCX-In-TCP","Media Center Extenders - RTSP (TCP-In)","@FirewallAPI.dll,-30752","False","Any","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule for Media Center Extenders to allow RTSP AV Control. [TCP 554, TCP 8554-8558]","@FirewallAPI.dll,-30761","MCX-In-TCP",,,"2",,"3","MSFT|FW|FirewallRule|MCX-In-TCP","2",,"",,,"3","","","Media Center Extenders","False","False",,"System.String[]","PersistentStore","0","@FirewallAPI.dll,-30752","65536",
"MCX-Out-TCP","MCX-Out-TCP","Media Center Extenders - RTSP (TCP-Out)","@FirewallAPI.dll,-30752","False","Any","System.String[]","Outbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Outbound rule for Media Center Extenders to allow WMDRM-ND and RTSP AV Control. [TCP]","@FirewallAPI.dll,-30765","MCX-Out-TCP",,,"2",,"3","MSFT|FW|FirewallRule|MCX-Out-TCP","2",,"",,,"3","","","Media Center Extenders","False","False",,"System.String[]","PersistentStore","0","@FirewallAPI.dll,-30752","65536",
"MCX-QWave-In-UDP","MCX-QWave-In-UDP","Media Center Extenders - qWave (UDP-In)","@FirewallAPI.dll,-30752","False","Any","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule for Media Center Extenders to allow use of the Quality Windows Audio Video Experience Service. [UDP 2177]","@FirewallAPI.dll,-30769","MCX-QWave-In-UDP",,,"2",,"3","MSFT|FW|FirewallRule|MCX-QWave-In-UDP","2",,"",,,"3","","","Media Center Extenders","False","False",,"System.String[]","PersistentStore","0","@FirewallAPI.dll,-30752","65536",
"MCX-QWave-Out-UDP","MCX-QWave-Out-UDP","Media Center Extenders - qWave (UDP-Out)","@FirewallAPI.dll,-30752","False","Any","System.String[]","Outbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Outbound rule for Media Center Extenders to allow use of the Quality Windows Audio Video Experience Service. [UDP 2177]","@FirewallAPI.dll,-30773","MCX-QWave-Out-UDP",,,"2",,"3","MSFT|FW|FirewallRule|MCX-QWave-Out-UDP","2",,"",,,"3","","","Media Center Extenders","False","False",,"System.String[]","PersistentStore","0","@FirewallAPI.dll,-30752","65536",
"MCX-QWave-In-TCP","MCX-QWave-In-TCP","Media Center Extenders - qWave (TCP-In)","@FirewallAPI.dll,-30752","False","Any","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule for Media Center Extenders to allow use of the Quality Windows Audio Video Experience Service. [TCP 2177]","@FirewallAPI.dll,-30777","MCX-QWave-In-TCP",,,"2",,"3","MSFT|FW|FirewallRule|MCX-QWave-In-TCP","2",,"",,,"3","","","Media Center Extenders","False","False",,"System.String[]","PersistentStore","0","@FirewallAPI.dll,-30752","65536",
"MCX-QWave-Out-TCP","MCX-QWave-Out-TCP","Media Center Extenders - qWave (TCP-Out)","@FirewallAPI.dll,-30752","False","Any","System.String[]","Outbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Outbound rule for Media Center Extenders to allow use of the Quality Windows Audio Video Experience Service. [TCP 2177]","@FirewallAPI.dll,-30781","MCX-QWave-Out-TCP",,,"2",,"3","MSFT|FW|FirewallRule|MCX-QWave-Out-TCP","2",,"",,,"3","","","Media Center Extenders","False","False",,"System.String[]","PersistentStore","0","@FirewallAPI.dll,-30752","65536",
"MCX-HTTPSTR-In-TCP","MCX-HTTPSTR-In-TCP","Media Center Extenders - HTTP Streaming (TCP-In)","@FirewallAPI.dll,-30752","False","Any","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule for Media Center Extenders to allow HTTP Media Streaming. [TCP 10244]","@FirewallAPI.dll,-30785","MCX-HTTPSTR-In-TCP",,,"2",,"3","MSFT|FW|FirewallRule|MCX-HTTPSTR-In-TCP","2",,"",,,"3","","","Media Center Extenders","False","False",,"System.String[]","PersistentStore","0","@FirewallAPI.dll,-30752","65536",
"MCX-TERMSRV-In-TCP","MCX-TERMSRV-In-TCP","Media Center Extenders - XSP (TCP-In)","@FirewallAPI.dll,-30752","False","Any","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule for Media Center Extenders to allow terminal sessions. [TCP 3390]","@FirewallAPI.dll,-30793","MCX-TERMSRV-In-TCP",,,"2",,"3","MSFT|FW|FirewallRule|MCX-TERMSRV-In-TCP","2",,"",,,"3","","","Media Center Extenders","False","False",,"System.String[]","PersistentStore","0","@FirewallAPI.dll,-30752","65536",
"MCX-In-UDP","MCX-In-UDP","Media Center Extenders - WMDRM-ND/RTP/RTCP (UDP-In)","@FirewallAPI.dll,-30752","False","Any","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule for Media Center Extenders to allow WMDRM-ND and RTP/RTCP AV Streaming. [UDP 7777-7781, UDP 5004-5005, UDP 50004-50013]","@FirewallAPI.dll,-30801","MCX-In-UDP",,,"2",,"3","MSFT|FW|FirewallRule|MCX-In-UDP","2",,"",,,"3","","","Media Center Extenders","False","False",,"System.String[]","PersistentStore","0","@FirewallAPI.dll,-30752","65536",
"MCX-Out-UDP","MCX-Out-UDP","Media Center Extenders - WMDRM-ND/RTP/RTCP (UDP-Out)","@FirewallAPI.dll,-30752","False","Any","System.String[]","Outbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Outbound rule for Media Center Extenders to allow WMDRM-ND and RTP/RTCP AV Streaming. [UDP]","@FirewallAPI.dll,-30805","MCX-Out-UDP",,,"2",,"3","MSFT|FW|FirewallRule|MCX-Out-UDP","2",,"",,,"3","","","Media Center Extenders","False","False",,"System.String[]","PersistentStore","0","@FirewallAPI.dll,-30752","65536",
"MCX-MCX2SVC-Out-TCP","MCX-MCX2SVC-Out-TCP","Media Center Extenders - Service (TCP-Out)","@FirewallAPI.dll,-30752","False","Any","System.String[]","Outbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Outbound rule for Media Center Extenders to allow extender devices to locate and connect to the computer. [TCP]","@FirewallAPI.dll,-30810","MCX-MCX2SVC-Out-TCP",,,"2",,"3","MSFT|FW|FirewallRule|MCX-MCX2SVC-Out-TCP","2",,"",,,"3","","","Media Center Extenders","False","False",,"System.String[]","PersistentStore","0","@FirewallAPI.dll,-30752","65536",
"MCX-Prov-Out-TCP","MCX-Prov-Out-TCP","Media Center Extenders - Device Provisioning (TCP-Out)","@FirewallAPI.dll,-30752","False","Any","System.String[]","Outbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Outbound rule for Media Center Extenders to allow traffic for Device Provisioning. [TCP]","@FirewallAPI.dll,-30812","MCX-Prov-Out-TCP",,,"2",,"3","MSFT|FW|FirewallRule|MCX-Prov-Out-TCP","2",,"",,,"3","","","Media Center Extenders","False","False",,"System.String[]","PersistentStore","0","@FirewallAPI.dll,-30752","65536",
"MCX-PlayTo-In-TCP","MCX-PlayTo-In-TCP","Media Center Extenders - Media Streaming (TCP-In)","@FirewallAPI.dll,-30752","False","Any","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule for Media Center Extenders to allow UPnP traffic for Media Streaming. [TCP 2869]","@FirewallAPI.dll,-30814","MCX-PlayTo-In-TCP",,,"2",,"3","MSFT|FW|FirewallRule|MCX-PlayTo-In-TCP","2",,"",,,"3","","","Media Center Extenders","False","False",,"System.String[]","PersistentStore","0","@FirewallAPI.dll,-30752","65536",
"MCX-PlayTo-Out-TCP","MCX-PlayTo-Out-TCP","Media Center Extenders - Media Streaming (TCP-Out)","@FirewallAPI.dll,-30752","False","Any","System.String[]","Outbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Outbound rule for Media Center Extenders to allow UPnP traffic for Media Streaming. [TCP]","@FirewallAPI.dll,-30816","MCX-PlayTo-Out-TCP",,,"2",,"3","MSFT|FW|FirewallRule|MCX-PlayTo-Out-TCP","2",,"",,,"3","","","Media Center Extenders","False","False",,"System.String[]","PersistentStore","0","@FirewallAPI.dll,-30752","65536",
"MCX-McrMgr-Out-TCP","MCX-McrMgr-Out-TCP","Media Center Extenders - Device Validation (TCP-Out)","@FirewallAPI.dll,-30752","False","Any","System.String[]","Outbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Outbound rule for Media Center Extenders to allow traffic for Device Validation. [TCP]","@FirewallAPI.dll,-30818","MCX-McrMgr-Out-TCP",,,"2",,"3","MSFT|FW|FirewallRule|MCX-McrMgr-Out-TCP","2",,"",,,"3","","","Media Center Extenders","False","False",,"System.String[]","PersistentStore","0","@FirewallAPI.dll,-30752","65536",
"MCX-PlayTo-Out-UDP","MCX-PlayTo-Out-UDP","Media Center Extenders - Media Streaming (UDP-Out)","@FirewallAPI.dll,-30752","False","Any","System.String[]","Outbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Outbound rule for Media Center Extenders to allow Media Streaming devices to respond to an SSDP search. [UDP 1900]","@FirewallAPI.dll,-30820","MCX-PlayTo-Out-UDP",,,"2",,"3","MSFT|FW|FirewallRule|MCX-PlayTo-Out-UDP","2",,"",,,"3","","","Media Center Extenders","False","False",,"System.String[]","PersistentStore","0","@FirewallAPI.dll,-30752","65536",
"MCX-FDPHost-Out-TCP","MCX-FDPHost-Out-TCP","Media Center Extenders - UPnP (TCP-Out)","@FirewallAPI.dll,-30752","False","Any","System.String[]","Outbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Outbound rule for Media Center Extenders to allow UPnP devices to transmit device information. [TCP]","@FirewallAPI.dll,-30822","MCX-FDPHost-Out-TCP",,,"2",,"3","MSFT|FW|FirewallRule|MCX-FDPHost-Out-TCP","2",,"",,,"3","","","Media Center Extenders","False","False",,"System.String[]","PersistentStore","0","@FirewallAPI.dll,-30752","65536",
"PlayTo-HTTPSTR-In-TCP-NoScope","PlayTo-HTTPSTR-In-TCP-NoScope","Cast to Device streaming server (HTTP-Streaming-In)","@FirewallAPI.dll,-36001","True","Domain","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule for the Cast to Device server to allow streaming using HTTP. [TCP 10246]","@FirewallAPI.dll,-36002","PlayTo-HTTPSTR-In-TCP-NoScope",,,"2",,"3","MSFT|FW|FirewallRule|PlayTo-HTTPSTR-In-TCP-NoScope","2",,"",,,"3","","","Cast to Device functionality","False","False",,"System.String[]","PersistentStore","1","@FirewallAPI.dll,-36001","65536",
"PlayTo-HTTPSTR-In-TCP-LocalSubnetScope","PlayTo-HTTPSTR-In-TCP-LocalSubnetScope","Cast to Device streaming server (HTTP-Streaming-In)","@FirewallAPI.dll,-36001","True","Private","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule for the Cast to Device server to allow streaming using HTTP. [TCP 10246]","@FirewallAPI.dll,-36002","PlayTo-HTTPSTR-In-TCP-LocalSubnetScope",,,"2",,"3","MSFT|FW|FirewallRule|PlayTo-HTTPSTR-In-TCP-LocalSubnetScope","2",,"",,,"3","","","Cast to Device functionality","False","False",,"System.String[]","PersistentStore","2","@FirewallAPI.dll,-36001","65536",
"PlayTo-HTTPSTR-In-TCP-PlayToScope","PlayTo-HTTPSTR-In-TCP-PlayToScope","Cast to Device streaming server (HTTP-Streaming-In)","@FirewallAPI.dll,-36001","True","Public","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule for the Cast to Device server to allow streaming using HTTP. [TCP 10246]","@FirewallAPI.dll,-36002","PlayTo-HTTPSTR-In-TCP-PlayToScope",,,"2",,"3","MSFT|FW|FirewallRule|PlayTo-HTTPSTR-In-TCP-PlayToScope","2",,"",,,"3","","","Cast to Device functionality","False","False",,"System.String[]","PersistentStore","4","@FirewallAPI.dll,-36001","65536",
"PlayTo-In-UDP-NoScope","PlayTo-In-UDP-NoScope","Cast to Device streaming server (RTCP-Streaming-In)","@FirewallAPI.dll,-36001","True","Domain","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule for the Cast to Device server to allow streaming using RTSP and RTP. [UDP]","@FirewallAPI.dll,-36004","PlayTo-In-UDP-NoScope",,,"2",,"3","MSFT|FW|FirewallRule|PlayTo-In-UDP-NoScope","2",,"",,,"3","","","Cast to Device functionality","False","False",,"System.String[]","PersistentStore","1","@FirewallAPI.dll,-36001","65536",
"PlayTo-In-UDP-LocalSubnetScope","PlayTo-In-UDP-LocalSubnetScope","Cast to Device streaming server (RTCP-Streaming-In)","@FirewallAPI.dll,-36001","True","Private","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule for the Cast to Device server to allow streaming using RTSP and RTP. [UDP]","@FirewallAPI.dll,-36004","PlayTo-In-UDP-LocalSubnetScope",,,"2",,"3","MSFT|FW|FirewallRule|PlayTo-In-UDP-LocalSubnetScope","2",,"",,,"3","","","Cast to Device functionality","False","False",,"System.String[]","PersistentStore","2","@FirewallAPI.dll,-36001","65536",
"PlayTo-In-UDP-PlayToScope","PlayTo-In-UDP-PlayToScope","Cast to Device streaming server (RTCP-Streaming-In)","@FirewallAPI.dll,-36001","True","Public","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule for the Cast to Device server to allow streaming using RTSP and RTP. [UDP]","@FirewallAPI.dll,-36004","PlayTo-In-UDP-PlayToScope",,,"2",,"3","MSFT|FW|FirewallRule|PlayTo-In-UDP-PlayToScope","2",,"",,,"3","","","Cast to Device functionality","False","False",,"System.String[]","PersistentStore","4","@FirewallAPI.dll,-36001","65536",
"PlayTo-Out-UDP-NoScope","PlayTo-Out-UDP-NoScope","Cast to Device streaming server (RTP-Streaming-Out)","@FirewallAPI.dll,-36001","True","Domain","System.String[]","Outbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Outbound rule for the Cast to Device server to allow streaming using RTSP and RTP. [UDP]","@FirewallAPI.dll,-36006","PlayTo-Out-UDP-NoScope",,,"2",,"3","MSFT|FW|FirewallRule|PlayTo-Out-UDP-NoScope","2",,"",,,"3","","","Cast to Device functionality","False","False",,"System.String[]","PersistentStore","1","@FirewallAPI.dll,-36001","65536",
